name,artist,uri,popularity,album_name,release_date,album_art_url,genres
The Homecoming Song,Owsley,spotify:track:5jW1wZhGcadbw29Gd3emSO,7,Owsley,1999-03-19,https://i.scdn.co/image/ab67616d0000b273a487b45f676ed3cfe057f457,"modern power pop, power pop, underground power pop"
Bye-Bye - Medley,Günter Noris,spotify:track:24cJfhln66a6iAYkdr6FB7,4,Millennium-Tanzparty,1987-04-01,https://i.scdn.co/image/ab67616d0000b27363bfa9699c193ab8089bca43,"ballroom, easy listening"
Locked Away,The Gathering,spotify:track:1cVjKQvJBExcZJgWsH7i3X,15,How to Measure a Planet? (Deluxe Edition),1999-07-13,https://i.scdn.co/image/ab67616d0000b273d3e69822476fbd64e2e10c42,"atmospheric doom, dutch metal, gothic metal, gothic symphonic metal, symphonic metal"
Blue Satin,Eddie Cano,spotify:track:2TZIWouTg10pE9JgPfpyYH,0,Cano Plays Mancini,1963,https://i.scdn.co/image/ab67616d0000b2739943459be9df6d9d7d27c918,space age pop
Paper Tigers,Tom Cochrane,spotify:track:0VxusSu2CUGx2AqQoPiDNa,13,Ragged Ass Road,1995-01-01,https://i.scdn.co/image/ab67616d0000b273a8bc6337c25e73d34749702a,"canadian singer-songwriter, classic canadian rock, mellow gold"
Let's Stop Talkin' About It,Janie Fricke,spotify:track:5KFVmKGrMsb8TBs9S74akh,8,Janie Fricke - Super Hits,1980,https://i.scdn.co/image/ab67616d0000b2733fe2721d76473af493a8c765,classic country pop
Child Of My Kingdom,Arthur Brown,spotify:track:0ZAMifPYHTDsJi7Zvmdgll,6,The Crazy World Of Arthur Brown,1968,https://i.scdn.co/image/ab67616d0000b2731ee16372b177d23bf6c1f684,psychedelic rock
Finale – When Love Is Found/It Feels Like Christmas,Ghost of Christmas Present,spotify:track:5RaM0JLFpup1TK0hcFVj7w,38,The Muppets Christmas Carol,2005-01-01,https://i.scdn.co/image/ab67616d0000b27322344edc74789f8aec99cf66,christmas product
Don't Stop Dan,The Checkers,spotify:track:7hFQVgbDbdNk9Df5wccFId,0,Greatest Hits,2010-11-09,https://i.scdn.co/image/ab67616d0000b273c87021fc2c979cebe69a93ae,No genres available
"Baby U Acting Greezy - Ringtone, Sonnerie",Blingtones,spotify:track:0eWr8WeHxUfmWOji8dH6Ni,0,Top 50 Hip Hop Sonneries Vol. 2,2009-12-22,https://i.scdn.co/image/ab67616d0000b27310c3c78dc29e0fe6518e0a95,ringtone
Il Tempo Non Torna Più,Kati,spotify:track:346yTaOKkq7YdMsDAcy9LI,0,Fiorella Mannoia A Tribute,2001-01-01,https://i.scdn.co/image/ab67616d0000b2730fd9248520831d59ee8eeb0f,No genres available
O Brother,Monty Are I,spotify:track:1DISs24GWPk3riGFSjISy1,4,Wall Of People,2006-01-01,https://i.scdn.co/image/ab67616d0000b273d6609a840f055a465dddff11,rhode island indie
The Only Road,Dropkick Murphys,spotify:track:1qt78zLm7I1pJeopgrZm2N,14,The Gang's All Here,1999-03-09,https://i.scdn.co/image/ab67616d0000b273c48d268aa2aeb877ecdc343e,"boston punk, boston rock, celtic punk, celtic rock, punk"
Jimmie's Travellin' Blues,Jimmie Davis,spotify:track:3X282BTrxSmbZUh0ShGAjz,0,You Are My Sunshine,2024-03-11,https://i.scdn.co/image/ab67616d0000b2735b5caa503eaf750271d274eb,"country gospel, traditional country, western swing"
Likua,Cabas,spotify:track:4PiPGtxRgJc7qLSWIzJXJf,3,Puro Cabas,2005-06-15,https://i.scdn.co/image/ab67616d0000b273d3235a159697b655dd9411b0,"colombian pop, latin pop, reggaeton colombiano"
The Dropsonde,Caspian,spotify:track:1YhDTxJGMIQbr7E49KkQwi,7,The Four Trees,2007,https://i.scdn.co/image/ab67616d0000b273dac53e6372e7722748ebd110,"american post-rock, boston rock, instrumental post-rock, post-rock"
My Fault,Faces,spotify:track:5wbUKm3few3vyHcoktMIeH,33,Ooh La La,1973,https://i.scdn.co/image/ab67616d0000b273416f18056ac5d7281d8a5878,"blues rock, classic rock, country rock, folk rock, glam rock, protopunk, psychedelic rock, roots rock, singer-songwriter"
Asha’s Kiss (feat. Asha Puthli),Raveena,spotify:track:1Nds91TqWbDaVgPJPMr4fM,25,Asha’s Awakening,2022-02-11,https://i.scdn.co/image/ab67616d0000b273d5d3421fa3d280bee4ea97ac,"alternative r&b, indie soul"
Cent mille guitares - Remasterisé en 2013,Line Renaud,spotify:track:6bNEw96ACPUeYbWnj9piZA,0,C'qu'on est bien (Remasterisé en 2013),2018-12-14,https://i.scdn.co/image/ab67616d0000b273c98ac548baa11e89f68da344,"vintage chanson, ye ye"
What You Waiting For?,Gwen Stefani,spotify:track:0ny5zITdmyNwyTPVzRGscU,63,Love. Angel. Music. Baby.,2004-11-12,https://i.scdn.co/image/ab67616d0000b273f049fc9322f0c93646cdcc77,"dance pop, pop"
Autumn (original cassette version),The Cat's Miaow,spotify:track:50U3Q3IpcssgKNafxMDeIc,3,Skipping Stones: The Cassette Years '92-'93,2024-05-03,https://i.scdn.co/image/ab67616d0000b2738e5a933c53d73c3d176031c2,tape club
Forever Tonite,Thirst,spotify:track:5begmraOIrPhDegea4641u,0,Thirst,2004-02-06,https://i.scdn.co/image/ab67616d0000b2736ad119713f7bab37eb8a8e7a,No genres available
Amor Maldito - Live!,Bambino,spotify:track:07qNJhABRD9KR5A5fhGD71,0,La Nueva Corporacion Latina (Live),1980,https://i.scdn.co/image/ab67616d0000b2737c84ab9cac6fd4395137b0db,No genres available
愛你變成恨你,Kary Ng,spotify:track:6IUm4qXgSvChZVjjgoFbVr,32,With A Boy Like U,2006,https://i.scdn.co/image/ab67616d0000b273db80edee6730259efd1e8afb,cantopop
I Wish I Had a Girl,Henry Lee Summer,spotify:track:6WoN3Qbw1FfayeJy09rFzR,34,Henry Lee Summer,1988-03-08,https://i.scdn.co/image/ab67616d0000b27306c5c8152f5c15287d590bf6,heartland rock
Welcome You Back Home - Original,Jackie Edwards,spotify:track:0IT8RdNQbS3gbb345ALkLq,0,Jackie Edwards Selected Hits,2006-06-12,https://i.scdn.co/image/ab67616d0000b273c163545176a3d4e6ec6c4955,"jamaican ska, rocksteady"
When The Broken Hearted Love Again - Chris Cox Radio Edit,Danielle Bollinger,spotify:track:5nXQCQmMgjQ35ZK04USYL9,0,When The Broken Hearted Love Again,2005-10-12,https://i.scdn.co/image/ab67616d0000b27393cf81922b15a7f92b830576,No genres available
Father Time,D'Molls,spotify:track:0F83yx93vCieATugVOvoA4,3,Warped,1987,https://i.scdn.co/image/ab67616d0000b273862d5f573237e19c7f21528c,"glam metal, sleaze rock"
"Main Title (Bodies, Rest & Motion) - 2006 Remaster",Michael Convertino,spotify:track:7iBXliK3q9HinMl1yfV38X,1,"Bodies, Rest & Motion [Original Score]",1993,https://i.scdn.co/image/ab67616d0000b273de77e1964e74521b7bae0b0c,No genres available
Bohemios: No Quiero Que Sepa Que Aqui Vengo Yo,Guillermo Perrin,spotify:track:6F2ZSJQeO66vLOYh3tA1ae,1,Montserrat Caballé - The Diva,2013-05-24,https://i.scdn.co/image/ab67616d0000b273fdbcfbe1784f2cc71e3b19fd,No genres available
What's Wrong,Dead To Me,spotify:track:0StnWTbKRQzDyWybbPQoc8,12,Little Brother,2008-10-28,https://i.scdn.co/image/ab67616d0000b27357179ea43fb3f0bdea4ff924,"orgcore, skate punk"
Final Flash,Hatiras,spotify:track:6S25Mx2xgg4kYM6GP31Zft,0,Arrival,2006-05-09,https://i.scdn.co/image/ab67616d0000b2735962d9f17aa45dfe83b22add,jackin' house
South Of The Border (Down Mexico Way),Bob Wills,spotify:track:0lfB0XQhJLHjDM8A4lKQBp,30,"Best Of Bob Wills, Volume 1",1967-01-01,https://i.scdn.co/image/ab67616d0000b27327d279e43ca05982c99f65ec,"cowboy western, traditional country, western swing"
Harmonic Necklace - Remastered 2008,Penguin Cafe Orchestra,spotify:track:3cDjkleibJLC0fobHS9YUo,30,Penguin Café Orchestra,1981,https://i.scdn.co/image/ab67616d0000b2738310950027c6c393fa371ac0,compositional ambient
Sake In The Jar,Derek Bell,spotify:track:7q1Dg1rHSZZ5hjGF4I1N87,8,Tears Of Stone,1999-02-22,https://i.scdn.co/image/ab67616d0000b27380859947572b14fbfed657cd,No genres available
Rockberry Jam,L.A. Dream Team,spotify:track:78T20W8GR3Apm2rBhkVoYL,30,Kings Of The West Coast,1986-01-01,https://i.scdn.co/image/ab67616d0000b2737ba71b16a1e19a6c7484fe0d,"electro, old school hip hop"
Let's Get Sweaty,Modern Day Escape,spotify:track:3i7TTS78hFucSE3xkKCDyN,7,House of Rats,2009,https://i.scdn.co/image/ab67616d0000b2738967f576acffea31456d7871,screamo
La Muneca de Alcazar,Quadro Nuevo,spotify:track:3SRmLwH49IoGTiGo2bB52G,1,Buongiorno Tristezza,2002-10-01,https://i.scdn.co/image/ab67616d0000b27313348f0e22fe78c191daa8bc,tango
Mindless,Steve Porter,spotify:track:2VCBxhzYocDFRIL0DcfFp1,0,Sensor / Mindless,2000-03-20,https://i.scdn.co/image/ab67616d0000b273ea34a3cd36577a4403ea8fe6,No genres available
Canela Pa' Tu Boca,Los Del Rio,spotify:track:5UxAm1MGmx5ravuGEXX6zb,3,Alegria Y Cosabuena,2001-03-19,https://i.scdn.co/image/ab67616d0000b273442314974e3d78b3e214cdb8,tropical
You're My Love (Remastered),Michael Stanley Band,spotify:track:0XfqZKwPCGN7XlDNDx63pc,4,North Coast (Remastered),1981,https://i.scdn.co/image/ab67616d0000b2735d9e4eeddce3e36bf9050411,heartland rock
Beneath an Evening Sky,Aisha Duo,spotify:track:0eUadyrEAvgmPHE1Ig8DRz,5,Quiet Songs,2005,https://i.scdn.co/image/ab67616d0000b273dad5efa9e9d226e8329eefd4,mallet
Searching,Mighty Diamonds,spotify:track:5TaTxnGo0WESYbFP1ArDsH,0,Rise Up,2001,https://i.scdn.co/image/ab67616d0000b27354b3f7b1930185b53302d878,"dub, lovers rock, reggae, roots reggae"
Sex Dance,H-Town,spotify:track:233UtuAN1lw2shpcQMFTM0,5,Imitations of Life,2015-12-07,https://i.scdn.co/image/ab67616d0000b2736ef14b5313cdcb2cce9f9a63,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary"
Each Time (I Love You More),Jackie Wilson,spotify:track:4y1nxSWEdm3AG1KkjsFxcs,8,Lonely Teardrops,1959,https://i.scdn.co/image/ab67616d0000b2738dc547bd19cc9f357f26a086,"chicago soul, classic soul, quiet storm, rock-and-roll, soul"
Le Sacre du Printemps / Pt 1: L'Adoration de la Terre: 2. Les augures printaniers - Danses des adolescentes - Live,Igor Stravinsky,spotify:track:2FUYtOgJwixknWqeNre3vB,18,"Stravinsky: The Rite of Spring; Scherzo fantastique, Chant funèbre; Faun & Shepherdess",2018-01-12,https://i.scdn.co/image/ab67616d0000b2739001025ac702c92fba84808b,"classical, early modern classical, neoclassicism, russian modern classical"
Broken Record,Donna The Buffalo,spotify:track:2o3T3ytoIgAgSLh0I2SRY1,8,Silverlined,2008-01-01,https://i.scdn.co/image/ab67616d0000b2735c8f43d118acbecaf79e5573,"jam band, ny roots, progressive bluegrass"
On The Fast Track,Gerald Veasley,spotify:track:0DIS7kSR1YqpdKS3QYnWVk,2,On The Fast Track,2001-06-26,https://i.scdn.co/image/ab67616d0000b273d22a2fb70a9b6dc84a947f18,electric bass
Dave D. Blues (How To Make It Sting Like A Career),Mayday,spotify:track:0Iij6ot75C3WjfVfa95XWW,0,Bushido Karaoke,2005-06-21,https://i.scdn.co/image/ab67616d0000b27308e0c192b176f03d55dc2c4c,omaha indie
The Darker Side,Lizzy Borden,spotify:track:6wlFXwrbOd3DIETwroDaNX,3,Appointment With Death,2008-07-22,https://i.scdn.co/image/ab67616d0000b273a0ac8312fe626b77622956cf,"glam metal, speed metal, us power metal"
You Know What They Do to Guys Like Us in Prison,My Chemical Romance,spotify:track:5bTuwAgYUD5MABOIPH8ZMt,64,Three Cheers for Sweet Revenge,2004-06-08,https://i.scdn.co/image/ab67616d0000b273cab7ae4868e9f9ce6bdfdf43,"emo, modern rock, pop punk, pov: indie, rock"
Plan 9 from Outer Space,Wednesday 13's Frankenstein Drag Queens From Planet 13,spotify:track:25InEv0Eyf17FgNQMFVPBO,5,Songs From The Recently Deceased,2000,https://i.scdn.co/image/ab67616d0000b273bc5e741d6aa509afa05458bc,"glam punk, horror punk"
Un Jour Aux Courses: Who's That Man,The Marx Brothers,spotify:track:7wDRBupp8mGEnIBpx3ipZd,0,Ciné-Stars: The Marx Brothers,1993-01-02,https://i.scdn.co/image/ab67616d0000b273463bcf52199bcc4e7fbb3165,No genres available
Zodiac,The Laurie Berkner Band,spotify:track:3PbO8w2SuwkG25SHjhvSld,8,Laurie Berkner's Favorite Classic Kids' Songs,2015-10-23,https://i.scdn.co/image/ab67616d0000b27379ad7eb85f41e7a167e7eaba,"children's music, kindie rock"
Why Do We Do?,Eric Champion,spotify:track:5MpQ4Fdc0KypCyXKDtzKzw,0,Save The World,1992,https://i.scdn.co/image/ab67616d0000b273ac01c5a35361a92780f9ab24,deep christian rock
Memphis Til' Monday,Bob Cheevers,spotify:track:2EvPA5szwRdluSujW9U0Mv,0,Texas To Tennessee,2006-01-03,https://i.scdn.co/image/ab67616d0000b27348b0567254947d99fe054edc,No genres available
My Baby Likes to Shuffle,Sonny Terry,spotify:track:2e8zJ1dachmnEHODaGVLca,0,Complete Recordings 1938-1945,2020-12-11,https://i.scdn.co/image/ab67616d0000b2736774ec131bcb66a090a55344,"acoustic blues, blues, country blues, harmonica blues, piedmont blues, traditional blues"
Samir's Theme - Mr. Belt & Wezol Remix,Debonair Samir,spotify:track:4H7snEqVbTOdnv9PHMTfQ1,20,Samir's Theme (Mr. Belt & Wezol Remix),2021-07-16,https://i.scdn.co/image/ab67616d0000b27351784d19ff7414319bf86592,bmore
Chere Duloone,Al Rapone,spotify:track:6ztGxHb1L18cGm92SYtqlm,0,Zydeco To Go,1990-06-15,https://i.scdn.co/image/ab67616d0000b2732b0df3ddf16660181df05a83,No genres available
Not Going Back Again,Curtis,spotify:track:3ECl92ZA82qFEeIKngRGfm,0,Curtis,1998,https://i.scdn.co/image/ab67616d0000b273563682062b45fe23c12106f9,No genres available
Running In Place,Walter Trout Band,spotify:track:1dytP0dequsu7ygaGjvXTA,4,Transition,1992-01-01,https://i.scdn.co/image/ab67616d0000b2731b5f304414886811d95f435f,No genres available
Slap U Around,Gwar,spotify:track:3I6lgVVIDJcpgxS3uJDsNk,16,This Toilet Earth,1994,https://i.scdn.co/image/ab67616d0000b273029b0e6e8b5049feb56dc791,"comic metal, groove metal, industrial metal, nu metal, old school thrash, virginia metal, virginia punk"
All Your Love,Gary Moore,spotify:track:6n6pNDA5p8SLTirQbjAf2A,35,Still Got The Blues,1990-01-01,https://i.scdn.co/image/ab67616d0000b273b586fc87d8bde3ba953f233a,"blues rock, british blues, electric blues"
"4 Ernste Gesänge, Op. 121: I. Denn es gehet dem Menschen",Johannes Brahms,spotify:track:3g66NcUmLLbCpxkOvb1WtC,2,"Schubert: Schwanengesang D. 957 / Brahms: Vier ernste Gesänge, Op. 121",2001-01-01,https://i.scdn.co/image/ab67616d0000b2732cd56f66df7028f7510c84b9,"classical, german romanticism, late romantic era"
Black Night,Halfway to Gone,spotify:track:07e1WqFGw8PmcIWLpvRfox,3,Halfway to Gone,2004-04-27,https://i.scdn.co/image/ab67616d0000b2731fe88c362f066598b5a9e9e8,"alternative roots rock, retro metal"
Now And Forever,Call To Preserve,spotify:track:4QpNcppB4dlmKXzQ7SjmS3,1,Unsinkable,2006-08-08,https://i.scdn.co/image/ab67616d0000b2739b43d0580aa19fa0ab3d6b9a,No genres available
Make It Funky,Information Society,spotify:track:73OaEkrZnVwLwsH6hZ9kFO,16,Information Society,1988-06-21,https://i.scdn.co/image/ab67616d0000b273e4263dbad5243053ec4a8470,"freestyle, new romantic, synthpop"
I Could Be Dreaming,Belle and Sebastian,spotify:track:0butW9H4gUV595RlZAUvrb,27,Tigermilk,1996-06-06,https://i.scdn.co/image/ab67616d0000b2731c9167925843a1d1c05ccdf2,"alternative rock, baroque pop, chamber pop, indie rock, melancholia, scottish indie, scottish rock, singer-songwriter, twee pop"
Soaked In Cinnamon,Ultimate Fakebook,spotify:track:017JvVIK6cxC9xptgxX3on,11,This Will Be Laughing Week,2000-07-18,https://i.scdn.co/image/ab67616d0000b273b3f7b62a6a3740b57cca9994,No genres available
Lets Go Amigos (Tail),Johnny Pearson,spotify:track:7H8WC2aAZezweZZ9Hts54P,0,Kpm 1000 Series: Flamboyant Themes - Volume IV,1970-07-01,https://i.scdn.co/image/ab67616d0000b273318aefed282ee71b6109989a,library music
Guardian Angel,Broadcast,spotify:track:5HL757fqL6v5c0gAdqWuCO,0,Who's got the ball,1983,https://i.scdn.co/image/ab67616d0000b273e475836554bf0be89dc1b0e4,No genres available
Bourrée des Monts d'Aubrac,Jean Ségurel,spotify:track:3ZjZOSI3HKyC9X8DUCzn2Z,0,POUR CHANTER L'AUVERGNE,1979,https://i.scdn.co/image/ab67616d0000b273afd13dafd3c0e228eb364b8c,bal-musette
La Mamá De Jimmy,León Gieco,spotify:track:5p1LFyAWZUG3b9USMZjsu6,25,Un León D-Mente,2009-10-30,https://i.scdn.co/image/ab67616d0000b273f8e40a75134d1b2ba090a9d4,"argentine rock, cantautor, folklore argentino, rock nacional"
Morning,Poncho Sanchez,spotify:track:4X4XRMmnA0oWjcSgrkRXHL,5,Afro-Cuban Fantasy,1998-01-01,https://i.scdn.co/image/ab67616d0000b273bdae3592dd203187292c0d5d,"afro-cuban percussion, latin jazz"
Walk in the Park,Audio Pyper,spotify:track:3ozhnXUJwugn3QjQ0awFL2,0,Soweto Jumpoff,2009-12-07,https://i.scdn.co/image/ab67616d0000b273030ea003bd4a519a3d2e7952,No genres available
Bing,Bonham,spotify:track:5oAloRrzVeHGF31zTAf9Ib,7,Mad Hatter,1992,https://i.scdn.co/image/ab67616d0000b273779939459bb2d1347adb414b,rock drums
Bass Fanactiks,DJ Phiene,spotify:track:5FY4p4Fk5bTluAqo0St9RZ,0,Da Grand Architek,2009-08-14,https://i.scdn.co/image/ab67616d0000b2730ae7f77bc96615b362637797,ghettotech
Cry Like An Angel,Shawn Colvin,spotify:track:3K3bTdVHfwkGfI2by24O91,13,Steady On,1989-10-12,https://i.scdn.co/image/ab67616d0000b2734960a08ae0cdc4f6445a1e39,"austin singer-songwriter, ectofolk, folk, lilith, new wave pop, singer-songwriter"
Bazooka,Pat Travers & Carmine Appice,spotify:track:02JuiGVnSgvBJQ0PBYMs5E,2,Bazooka,2006-04-11,https://i.scdn.co/image/ab67616d0000b273b768b45e6373dd754d48373f,No genres available
Love and happiness,Fred Chapellier,spotify:track:3igQ3SCD0F2jlApZIPpqeO,0,Live on Stage,2010-05-11,https://i.scdn.co/image/ab67616d0000b273c0aead21b1440a9dfd53f631,No genres available
Casava Piece Riddim,Sly Dunbar,spotify:track:07BLzckVYkJlsvbAq91xai,0,Cassava Piece Riddim,2006-06-01,https://i.scdn.co/image/ab67616d0000b2733f2e3400aff08a450cecea56,rock drums
"Allez, Glissez !",Quadro Nuevo,spotify:track:6wVRYAxYjYQRHT7bQtBAA0,2,Luna Rossa,2002-10-01,https://i.scdn.co/image/ab67616d0000b27351016159603bbbd8af2db9de,tango
Lagrima,Terry Muska,spotify:track:3F03k8hzqsonjT456Fo8bW,6,Spanish Guitar - Sleep Music: 30 Relaxing Melodies for Sleep Therapy & Massage,2011-05-27,https://i.scdn.co/image/ab67616d0000b273d92b8fad67b1acfb7c849af1,No genres available
Oi! Oi! Oi!,Cockney Rejects,spotify:track:5dDicxBwZ0NubxpT7zVUqa,37,Join The Rejects - The Zonophone Years '79-'81,2011-08-29,https://i.scdn.co/image/ab67616d0000b273f4c42aa5ea2ab96bcd14296d,"oi, punk"
The One Piece Puzzle,Skyclad,spotify:track:4zlrHqXCTfcD8v6RAGWEXW,9,Prince of the Poverty Line,2017-10-27,https://i.scdn.co/image/ab67616d0000b273c083811e4dc5b02f27ad8324,"celtic metal, folk metal, viking metal"
What I've Got in Mind (Duett mit Billie Jo Spears) - Remixed 2019,Tom Astor,spotify:track:5KePF9WRNEToKTASL4sJuA,24,Lieder für Generationen,2019-02-08,https://i.scdn.co/image/ab67616d0000b27334b66d3d698f8bd07024f9db,"classic schlager, german country"
Miina ja Mikko markkinoilla,Esa Pakarinen,spotify:track:46NR9s5OmyJ49MslF1j06d,0,Esa Pakarinen,2008-02-25,https://i.scdn.co/image/ab67616d0000b27312c531dffcff09b4dd184c0e,"classic finnish pop, classic iskelma"
Mai,Loudermilk,spotify:track:4Ci80TqSYCCHIM7sB0DiMF,5,The Red Record,2002-10-08,https://i.scdn.co/image/ab67616d0000b273a8ba90f46c95f011ba032d39,No genres available
Menssa,Loketo,spotify:track:6DQBhBDFuFnfnNZeunNfl2,1,Soukous Trouble,2006-05-22,https://i.scdn.co/image/ab67616d0000b2735ac10b9fc0b4350f708af6ce,soukous
Carrie's Theme,John Frizzell,spotify:track:3mgSYfS5dWIgjGM8BapW3S,1,Whiteout : Music from The Original Motion Picture,2009-09-11,https://i.scdn.co/image/ab67616d0000b273ee287ab88d663fd50a3cefb0,soundtrack
Waiting for a Train - Live,John Sebastian,spotify:track:5s3bOOGDfU4E84Mco9vThU,3,Cheapo-Cheapo Productions Presents Real Live John Sebastian,1971-04-01,https://i.scdn.co/image/ab67616d0000b273bbd7b42cc47efeeefe446837,"country rock, folk, folk rock, singer-songwriter, yacht rock"
"Stereophonic Presentation - Kokoro, Pt. 5",Roger Reynolds,spotify:track:1LSC7eavCFQDrLI9oxlHNi,0,Process And Passion,2004-11-09,https://i.scdn.co/image/ab67616d0000b273fd552914bef6f499a25739a6,american contemporary classical
Operation Love,Mark Ashley,spotify:track:6Rn8jvaixyz93agcz3f7Wc,1,Heartbreak Boulevard,2008-05-20,https://i.scdn.co/image/ab67616d0000b273b7ecc50fa56646c29662708d,new italo disco
Sick 2 Think,WHY?,spotify:track:58qVNabVKhGxjUfGZl3pbX,3,Sanddollars EP,2005-05-12,https://i.scdn.co/image/ab67616d0000b27328a16bef20c4841fc80a1f44,"abstract hip hop, bay area indie"
The Chosen Legacy,Dimmu Borgir,spotify:track:4kqF1zWAANHaDxTpvMQuDc,36,In Sorte Diaboli,2007-04-27,https://i.scdn.co/image/ab67616d0000b273506db8d0c288b0533eb180a1,"black metal, gothic metal, melodic death metal, metal, norwegian black metal, norwegian metal, power metal, speed metal, symphonic black metal, symphonic metal, viking metal"
Fast-Track,Radiohead,spotify:track:4UDHicqIrYfEqE7y7Cji60,30,Pyramid Song,2001-05-21,https://i.scdn.co/image/ab67616d0000b273960d2e663d8a41aa2191fae1,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Everything Has Changed,Patric C,spotify:track:5iBul2ODbHfa4fhWYfAOlu,0,The Horrible Plans of Flex Busterman,1997,https://i.scdn.co/image/ab67616d0000b273b8c647a312d7f947d47cb228,digital hardcore
Wanna Hurt Mase?,Mase,spotify:track:0oFjzFHjVrqXXsqukIz1WG,25,Harlem World,1997,https://i.scdn.co/image/ab67616d0000b273b950e2fa6cd0f5c0767b6650,"contemporary r&b, gangster rap, hardcore hip hop, harlem hip hop, hip hop, hip pop, r&b, southern hip hop, urban contemporary"
Ring The Alarm,Beyoncé,spotify:track:3U82xzc6G7MTQP79FAJzkk,38,B'Day,2006-09-01,https://i.scdn.co/image/ab67616d0000b2737c4927f7bd6750438f01ba77,"pop, r&b"
Show Of Love,Jimmy Riley,spotify:track:3M4z2tXjoRtlHqikrnGzDr,0,Magic,2006-06-01,https://i.scdn.co/image/ab67616d0000b27394b1a926ce0b41b6174657f0,"lovers rock, old school dancehall, reggae, rocksteady, roots reggae"
Thank You Mr. Poobah,The Paul Butterfield Blues Band,spotify:track:3qeO6POcgepMG7CptnMibV,23,The Paul Butterfield Blues Band,1965,https://i.scdn.co/image/ab67616d0000b273d0a5c17238ebf766c2d0a79a,"blues, blues rock, chicago blues, country rock, electric blues, harmonica blues, southern rock, traditional blues"
